date,temp,wind,hum,isholiday,count
20171002,22.0,2.3,62.3,1,20621
20171003,17.6,2.3,49.8,1,15822
20171003,17.6,2.3,49.8,1,15822
20171004,16.7,1.8,48.5,1,18532
20171005,18.7,2.1,56.4,1,31373
20171006,18.9,2.3,66.4,1,20174
20171007,21.9,1.2,67.6,1,30988
20171008,23.0,1.4,66.9,1,28268
20171009,22.5,1.5,66.0,1,20446
20171010,21.4,1.3,76.9,0,2259
20171011,15.5,2.9,77.1,0,2084
20171012,11.4,2.0,71.0,0,3890
20171013,12.8,3.2,51.0,0,6290
20171014,14.4,,42.8,1,16474
20171015,15.8,1.7,42.5,1,19047
20171016,16.6,1.7,47.6,0,6632
20171017,16.2,1.3,47.1,0,13948
20171018,16.5,2.4,58.8,0,4916
20171019,17.0,1.8,58.3,0,5751
20171020,17.0,1.5,58.6,0,10209
20171021,17.6,1.3,52.8,1,21936
20171022,16.3,3.1,50.4,1,24390
20171023,13.7,1.4,47.0,0,4448
20171024,14.4,1.9,54.3,0,19324
20171025,14.4,1.5,59.0,0,4541
20171026,14.5,1.2,56.5,0,4993
20171027,16.9,1.2,54.4,0,8309
20171028,17.2,2.0,51.9,1,26282
20171029,11.5,3.3,45.6,1,18846
20171030,7.7,2.4,27.4,0,3275
20171031,10.4,1.8,54.3,0,5736
20171101,14.4,2.1,72.4,0,3363
20171102,15.5,1.6,78.8,0,2669
20171103,12.3,3.2,66.0,0,3156
20171104,7.8,2.5,47.9,1,12087
20171105,8.4,1.5,52.5,1,12760
20171106,11.4,1.5,64.5,0,3340
20171107,14.4,1.5,61.4,0,3494
20171108,13.1,3.0,53.3,0,2653
20171109,9.4,1.2,39.6,0,3089
20171110,9.8,3.0,56.3,0,2353
20171111,5.9,2.2,42.9,1,8008
20171112,5.3,1.4,57.1,1,9312
20171113,8.4,1.9,64.4,0,1611
20171114,7.5,2.4,42.5,0,2003
20171115,3.2,2.8,38.3,0,1404
20171116,1.0,1.5,30.3,0,1245
20171117,3.0,2.2,39.4,0,1388
20171118,-2.1,3.4,38.5,1,2759
20171119,-1.6,2.2,37.8,1,1918
20171120,-0.4,1.4,55.3,0,857
20171121,1.3,1.4,55.6,0,1581
20171122,4.3,2.4,54.8,0,1041
20171123,0.9,2.1,49.3,0,1927
20171124,-0.4,1.8,62.5,0,747
20171125,3.0,1.8,77.6,1,1384
20171126,3.3,1.8,71.6,1,2487
20171127,2.5,1.3,53.0,0,1072
20171128,6.4,1.1,64.1,0,1139
20171129,3.2,2.8,48.3,0,795
20171130,-2.4,3.3,26.8,0,11318
20171201,-2.2,1.6,49.4,0,718
20171202,1.9,1.7,59.9,1,2168
20171203,4.9,1.5,83.1,1,1991
20171204,-1.2,3.4,48.1,0,719
20171205,-4.2,,40.1,0,630
20171206,0.2,,72.6,0,721
20171207,0.7,1.7,64.5,0,911
20171208,-3.8,1.8,41.3,0,643
20171209,-0.5,1.0,46.1,1,1792
20171210,1.1,2.0,67.9,1,1024
20171211,-7.0,3.5,40.5,0,479
20171212,-9.4,2.1,41.9,0,324
20171213,-8.7,1.7,42.0,0,462
20171214,-6.6,0.9,42.9,0,761
20171215,-3.0,1.0,52.6,0,627
20171216,-5.7,3.0,43.1,1,1206
20171217,-6.7,1.9,38.1,1,996
20171218,-1.6,1.2,80.0,0,420
20171219,-3.9,2.1,49.4,0,657
20171220,-3.9,1.1,68.0,0,2985
20171221,-0.9,1.2,71.4,0,653
20171222,3.4,1.1,66.6,0,804
20171223,6.1,1.1,75.8,1,1905
20171224,2.9,1.9,82.0,1,403
20171225,-2.1,2.8,43.1,1,2030
20171226,-3.8,2.9,41.8,0,772
20171227,-6.9,1.9,31.4,0,488
20171228,-2.1,1.3,47.0,0,778
20171229,2.1,1.1,67.0,0,853
20171230,1.4,0.9,79.5,1,1520
20171231,-0.3,2.3,54.4,1,1868
20180101,-1.3,1.4,39.1,1,2316
20180102,-1.8,1.8,42.0,0,988
20180103,-4.7,2.2,42.3,0,694
20180104,-4.7,1.4,43.0,0,671
20180105,-3.0,1.7,48.4,0,758
20180106,-2.8,1.5,45.8,1,1935
20180107,-0.8,0.8,42.1,1,1881
20180108,1.3,1.8,51.9,0,634
20180109,-4.2,2.9,59.4,0,523
20180110,-7.5,3.0,52.0,0,382
20180111,-11.1,2.8,49.8,0,312
20180112,-10.2,1.7,35.4,0,228
20180113,-4.4,0.8,67.3,1,1015
20180114,0.6,1.2,64.1,1,1654
20180115,4.7,1.4,63.9,0,645
20180116,3.5,0.7,59.1,0,699
20180117,4.5,1.2,64.1,0,631
20180118,2.1,1.9,59.6,0,1503
20180119,1.0,1.6,43.0,0,918
20180120,2.2,1.6,57.6,1,2083
20180121,0.4,1.0,36.6,1,2123
20180122,0.2,1.5,56.5,0,852
20180123,-11.7,3.7,42.0,0,363
20180124,-14.2,3.4,31.6,0,128
20180125,-14.0,2.8,32.6,0,162
20180126,-14.8,2.6,34.9,0,222
20180127,-9.9,1.4,37.4,1,655
20180128,-6.3,2.6,36.0,1,962
20180129,-8.5,2.7,35.0,0,409
20180130,-5.3,1.3,62.0,0,9660
20180131,-2.6,1.6,54.5,0,585
20180201,-4.0,1.6,44.1,0,679
20180202,-2.4,1.6,51.1,0,704
20180203,-7.3,3.8,47.0,1,1049
20180204,-9.5,3.1,40.9,1,790
20180205,-9.4,3.0,37.8,0,348
20180206,-10.1,3.1,36.5,0,369
20180207,-8.0,1.5,39.8,0,418
20180208,-4.4,1.2,43.3,0,724
20180209,0.4,1.1,43.9,0,657
20180210,-0.5,3.0,47.4,1,1861
20180211,-6.1,2.7,42.5,1,1159
20180212,-5.8,2.7,40.8,0,499
20180213,-0.8,2.7,54.5,0,725
20180214,3.5,2.6,51.0,0,810
20180215,-0.7,2.5,28.0,1,1765
20180216,-1.1,2.1,40.1,1,3007
20180217,-3.0,2.9,25.6,1,3590
20180218,-0.4,1.3,26.9,1,3370
20180219,1.8,1.5,48.6,0,1558
20180220,0.9,2.5,41.0,0,1243
20180221,-0.9,2.3,31.5,0,1169
20180222,1.3,2.2,59.0,0,1348
20180223,4.2,1.9,81.1,0,1079
20180224,2.4,2.1,49.4,1,3362
20180225,1.9,1.7,40.6,1,6139
20180226,3.1,1.4,43.1,0,2252
20180227,4.2,0.9,48.8,0,1517
20180228,4.6,2.0,73.3,0,626
20180301,-0.2,3.8,61.9,1,3283
20180302,-0.7,1.5,34.0,0,1500
20180303,7.9,1.5,38.1,1,14540
20180304,9.8,1.2,89.1,1,3619
20180305,5.5,2.0,67.5,0,1049
20180306,4.5,1.6,46.8,0,1751
20180307,6.4,1.8,54.0,0,1434
20180308,4.6,1.9,76.0,0,604
20180309,4.5,1.5,63.3,0,1362
20180310,4.6,2.0,65.8,1,10723
20180311,6.4,2.0,51.3,1,14512
20180312,8.0,1.4,45.8,0,1555
20180313,12.4,1.8,60.5,0,1819
20180314,17.0,2.3,58.8,0,3023
20180315,12.4,2.1,92.1,0,390
20180316,7.1,1.9,46.9,0,2101
20180317,6.6,1.5,48.0,1,21710
20180318,8.2,1.2,55.9,1,11331
20180319,8.0,2.5,64.5,0,785
20180320,4.7,3.4,39.9,0,1228
20180321,2.1,1.7,64.1,0,2184
20180322,4.9,2.2,61.5,0,1559
20180323,6.1,2.0,55.3,0,1922
20180324,7.6,2.1,61.9,1,8418
20180325,9.6,1.7,65.6,1,7334
20180326,11.0,1.9,64.5,0,1227
20180327,13.3,1.6,61.1,0,1297
20180328,14.0,2.2,66.4,0,1830
20180329,15.4,1.6,66.3,0,1588
20180330,14.8,1.7,55.6,0,3670
20180331,14.0,1.9,52.9,1,24607
20180401,15.6,1.5,68.8,1,15115
20180402,18.4,1.9,64.0,0,2785
20180403,17.8,2.1,72.9,0,3689
20180404,13.4,1.9,67.0,0,2575
20180405,7.6,2.0,90.6,0,992
20180406,5.8,3.1,71.6,0,3920
20180407,4.2,4.1,45.5,1,12741
20180408,3.9,1.8,59.6,1,12683
20180409,7.9,1.1,57.9,0,5775
20180410,15.1,3.5,51.0,0,7236
20180411,12.6,3.0,49.4,0,4184
20180412,13.3,2.6,30.5,0,7264
20180413,14.6,1.3,22.9,0,8694
20180414,9.0,1.8,78.8,1,2097
20180415,9.5,2.4,65.5,1,21355
20180416,11.6,1.6,41.9,0,5478
20180417,12.9,1.9,37.9,0,5163
20180418,12.4,1.9,35.4,0,5634
20180419,14.0,1.9,38.8,0,5069
20180420,18.4,1.3,46.0,0,5353
20180421,18.7,1.9,32.0,1,32610
20180422,15.5,1.1,57.4,1,7680
20180423,9.3,2.2,93.9,0,288
20180424,12.1,1.4,63.3,0,4340
20180425,14.6,1.5,37.8,0,8633
20180426,14.9,2.1,51.9,0,15831
20180427,15.7,1.7,52.9,0,14339
20180428,15.4,2.0,49.0,1,22962
20180429,16.2,1.9,43.1,1,29774
20180430,19.2,1.6,61.6,0,15544
20180501,20.4,1.5,72.8,0,21749
20180502,15.1,1.9,90.4,0,1330
20180503,11.2,2.7,62.4,0,9028
20180504,14.1,2.7,45.5,0,11182
20180505,18.3,2.6,46.8,1,51454
20180506,16.6,1.1,86.4,1,3326
20180507,19.2,1.2,60.3,1,31810
20180508,17.5,1.7,50.9,0,5613
20180509,15.7,1.7,50.4,0,5788
20180510,15.4,2.3,67.4,0,6728
20180511,16.1,1.8,59.8,0,9733
20180512,14.2,0.9,89.3,1,1341
20180513,15.8,1.9,82.5,1,22612
20180514,18.2,1.4,71.4,0,4026
20180515,23.2,1.1,56.4,0,4779
20180516,22.3,1.9,93.8,0,895
20180517,20.9,1.4,97.0,0,1307
20180518,16.3,1.3,86.8,0,5461
20180519,17.6,1.5,47.5,1,32699
20180520,17.0,1.4,32.1,1,29491
20180521,17.8,1.4,43.9,0,18742
20180522,18.1,1.1,75.5,1,27491
20180523,17.3,2.5,57.1,0,6144
20180524,18.3,2.2,47.4,0,6175
20180525,19.7,1.8,47.4,0,8277
20180526,21.8,1.4,50.1,1,25935
20180527,20.3,1.7,47.4,1,30632
20180528,22.3,1.6,49.8,0,26772
20180529,21.4,1.8,69.3,0,8398
20180530,20.2,1.9,69.8,0,6902
20180531,20.9,1.9,58.9,0,27237
20180601,23.8,1.9,50.4,0,9643
20180602,23.4,2.0,44.5,1,24585
20180603,24.0,1.6,39.4,1,23945
20180604,22.6,1.9,50.1,0,5633
20180605,23.7,1.7,52.5,0,8801
20180606,23.0,2.0,62.9,1,28019
20180607,22.2,2.0,69.3,0,5948
20180608,21.9,2.1,68.0,0,6771
20180609,23.7,1.4,60.6,1,16826
20180610,21.3,1.4,59.9,1,18184
20180611,20.2,1.4,67.3,0,3545
20180612,21.3,1.7,65.5,0,5408
20180613,22.0,1.5,64.0,1,17247
20180614,21.6,1.1,74.9,0,1755
20180615,21.7,1.4,60.8,0,4296
20180616,22.5,1.4,56.4,1,14769
20180617,22.8,1.3,66.9,1,11814
20180618,24.8,1.5,54.9,0,2374
20180619,22.4,1.8,61.3,0,3739
20180620,22.7,2.3,68.1,0,3159
20180621,23.7,2.2,60.1,0,2833
20180622,25.0,1.8,45.1,0,15988
20180623,24.5,2.0,50.6,1,8715
20180624,25.2,1.9,62.8,1,6403
20180625,27.1,1.2,57.1,0,2268
20180626,22.3,2.4,88.3,0,13763
20180627,22.3,2.0,81.9,0,1945
20180628,23.3,1.1,85.1,0,1957
20180629,24.7,1.5,78.5,0,8056
20180630,24.4,0.9,83.8,1,5414
20180701,21.9,0.8,94.6,1,411
20180702,22.6,0.7,95.4,0,330
20180703,27.4,0.8,74.4,0,1771
20180704,27.3,1.7,69.6,0,1523
20180705,25.3,1.2,72.8,0,1257
20180706,23.9,1.8,57.8,0,2367
20180707,23.7,1.6,51.4,1,10995
20180708,23.3,1.5,51.5,1,11925
20180709,20.8,1.1,82.3,0,574
20180710,23.7,0.7,87.8,0,1602
20180711,26.8,1.3,82.9,0,1385
20180712,26.6,1.5,82.4,0,2498
20180713,27.3,1.8,74.8,0,1341
20180714,27.9,1.9,69.6,1,3887
20180715,28.3,1.6,69.6,1,2978
20180716,28.7,1.7,64.3,0,844
20180717,28.1,1.7,66.5,0,1133
20180718,28.2,1.6,64.8,0,14693
20180719,28.7,1.6,64.1,0,884
20180720,29.5,1.5,62.6,0,749
20180721,30.6,1.5,53.6,1,1535
20180722,31.8,1.4,49.6,1,1223
20180723,31.7,1.8,53.8,0,599
20180724,31.4,1.6,59.5,0,502
20180725,30.1,2.4,66.3,0,643
20180726,30.1,1.5,68.8,0,707
20180727,30.9,1.9,69.3,0,1827
20180728,29.5,1.2,77.1,1,1398
20180729,31.3,1.2,52.4,1,1594
20180730,31.7,1.2,50.9,0,936
20180731,32.6,1.5,50.5,0,2022
20180801,33.6,1.7,55.5,0,601
20180802,33.7,1.6,54.4,0,782
20180803,33.1,1.9,55.3,0,698
20180804,31.1,2.4,60.6,1,1554
20180805,30.0,2.6,71.8,1,1684
20180806,30.5,1.6,71.6,0,806
20180807,30.5,1.5,63.4,0,813
20180808,31.0,2.1,64.8,0,720
20180809,28.8,1.5,76.3,0,1068
20180810,30.7,1.4,60.9,0,720
20180811,31.0,1.5,55.8,1,2029
20180812,30.6,1.5,61.3,1,3074
20180813,30.5,1.4,68.6,0,860
20180814,31.7,1.3,58.3,0,932
20180815,31.7,1.2,59.5,1,1767
20180816,29.9,1.7,51.0,0,733
20180817,27.2,1.8,39.8,0,1672
20180818,26.7,1.4,44.6,1,7729
20180819,28.2,1.2,50.6,1,7253
20180820,29.1,2.0,55.6,0,1295
20180821,26.6,2.5,71.4,0,1181
20180822,30.7,1.1,54.1,0,1488
20180823,29.4,1.7,59.1,0,517
20180824,24.4,2.5,86.3,0,477
20180825,25.2,2.6,68.0,1,10052
20180826,23.2,1.2,70.0,1,5354
20180827,22.7,0.8,91.0,0,549
20180828,23.7,0.9,92.4,0,640
20180829,25.2,2.4,86.0,0,4339
20180830,25.3,1.8,80.9,0,1060
20180831,25.6,1.6,67.4,0,2578
20180901,25.5,1.3,59.4,1,15010
20180902,25.1,1.5,55.8,1,15418
20180903,23.3,1.0,85.3,0,671
20180904,23.2,2.2,69.4,0,2183
20180905,24.0,2.5,63.5,0,2850
20180906,24.1,2.0,69.9,0,2348
20180907,22.0,2.5,54.6,0,3428
20180908,21.7,1.7,48.8,1,21844
20180909,22.2,1.2,49.0,1,22907
20180910,22.9,1.6,49.5,0,3298
20180911,21.6,1.5,48.1,0,3499
20180912,22.8,1.4,52.0,0,3014
20180913,23.5,1.2,63.5,0,3158
20180914,23.5,1.3,66.9,0,3049
20180915,23.3,1.0,76.0,1,10550
20180916,22.2,1.7,83.6,1,8917
20180917,22.3,1.9,64.3,0,2980
20180918,22.0,1.2,59.8,0,3264
20180919,22.1,1.0,59.1,0,7303
20180920,19.0,1.8,82.4,0,1683
20180921,19.4,1.3,85.8,0,734
20180922,20.8,1.8,62.3,1,14017
20180923,19.4,1.6,52.9,1,12791
20180924,17.6,2.1,48.3,1,19171
20180925,17.8,1.1,48.0,1,28973
20180926,19.4,1.7,47.9,1,20583
20180927,18.9,1.3,47.6,0,5116
20180928,17.5,1.2,58.1,0,5754
20180929,20.2,1.0,55.5,1,21849
20180930,17.6,2.3,52.5,1,19328
20181001,15.4,2.9,55.1,0,3147
20181002,15.9,1.6,61.4,0,4783
20181003,17.3,1.3,58.0,1,26809
20181004,19.3,1.3,56.5,0,4093
20181005,16.9,1.7,84.1,0,1424
20181006,18.0,2.2,84.0,1,1335
20181007,16.4,1.7,53.5,1,21565
20181008,14.8,1.1,47.0,0,11309
20181009,15.3,1.1,52.5,1,26793
20181010,12.0,2.5,61.0,0,3348
20181011,9.7,2.1,51.0,0,5008
20181012,10.9,1.3,54.0,0,8180
20181013,12.5,1.0,54.0,1,16363
20181014,13.2,1.5,60.0,1,17533
20181015,15.2,1.4,69.9,0,7554
20181016,14.5,1.3,55.9,0,4813
20181017,12.4,1.3,53.3,0,5831
20181018,12.7,1.1,59.5,0,5062
20181019,13.1,1.4,54.3,0,11201
20181020,13.4,1.2,53.9,1,21938
20181021,13.4,1.1,49.5,1,21054
20181022,14.0,1.0,50.0,0,4368
20181023,12.2,1.1,75.1,0,2387
20181024,12.5,1.3,66.0,0,5192
20181025,13.8,0.9,55.5,0,6531
20181026,12.2,1.6,74.1,0,14283
20181027,8.7,3.2,49.6,1,21256
20181028,8.3,1.5,77.1,1,4795
20181029,7.2,2.0,57.3,0,3306
20181030,6.1,1.6,51.3,0,3734
20181031,7.4,1.6,55.4,0,5676
20181101,8.4,1.3,53.4,0,3923
20181102,10.6,1.1,54.9,0,5152
20181103,11.2,1.3,56.0,1,16625
20181104,11.6,1.3,55.0,1,15903
20181105,11.9,1.1,65.5,0,2780
20181106,12.2,0.9,70.5,0,2108
20181107,12.8,1.1,79.5,0,1318
20181108,11.8,1.8,93.8,0,576
20181109,12.1,3.1,69.0,0,2922
20181110,11.9,1.4,69.1,1,6233
20181111,8.1,1.1,67.6,1,5204
20181112,8.1,1.2,52.3,0,2316
20181113,8.8,1.1,51.6,0,2244
20181114,9.8,1.1,55.5,0,2219
20181115,9.7,1.0,55.4,0,1911
20181116,8.8,1.7,65.1,0,1626
20181117,4.9,1.4,50.8,1,6659
20181118,6.1,1.1,48.8,1,6404
20181119,6.5,1.4,50.4,0,1383
20181120,6.5,1.8,39.9,0,1427
20181121,5.8,1.2,57.1,0,893
20181122,2.3,2.4,35.0,0,4964
20181123,1.9,1.4,29.6,0,1208
20181124,2.6,1.8,71.1,1,1404
20181125,4.8,1.0,77.8,1,3699
20181126,6.3,1.0,70.1,0,1169
20181127,7.1,1.5,65.0,0,923
20181128,5.0,1.6,27.1,0,895
20181129,3.5,1.3,41.4,0,8472
20181130,2.7,1.4,46.1,0,987
20181201,5.5,1.0,42.3,1,4005
20181202,8.2,1.3,50.1,1,3381
20181203,11.5,1.4,87.4,0,356
20181204,6.7,2.7,74.9,0,610
20181205,0.0,1.5,39.5,0,815
20181206,2.4,2.3,50.5,0,878
20181207,-7.3,3.8,37.1,0,440
20181208,-8.3,2.6,37.1,1,807
20181209,-7.2,1.5,27.0,1,808
20181210,-2.5,0.9,33.3,0,553
20181211,0.2,1.2,44.8,0,997
20181212,-1.9,2.2,39.0,0,2089
20181213,-2.2,2.0,57.4,0,854
20181214,-4.4,1.7,44.3,0,456
20181215,-2.4,1.0,46.8,1,1381
20181216,0.0,0.9,63.8,1,1134
20181217,1.6,1.8,60.1,0,656
20181218,2.6,1.4,56.3,0,861
20181219,4.0,1.4,53.4,0,809
20181220,3.4,0.9,45.5,0,876
20181221,5.6,1.1,40.1,0,1630
20181222,6.9,1.5,48.9,1,1982
20181223,2.4,2.9,43.0,1,2948
20181224,-2.3,1.6,35.9,0,982
20181225,0.6,1.2,53.4,1,2402
20181226,-1.5,2.8,40.8,0,752
20181227,-10.1,3.5,28.3,0,3943
20181228,-10.5,2.5,33.0,0,357
20181229,-7.6,2.9,29.0,1,734
20181230,-6.8,1.2,35.9,1,915
20181231,-5.4,1.2,39.6,0,834
